chr	geneID	start	end
chr7	ENSG00000215311.3	149324024	149344857
chr7	ENSG00000228151.1	149388204	149411456
chr7	ENSG00000261842.1	149412675	149434890
chr7	ENSG00000196453.7	149421363	149471123
chr7	ENSG00000181220.15	149462794	149507817
chr7	ENSG00000133624.13	149537154	149634752
chr7	ENSG00000133619.17	149704781	149744575
chr7	ENSG00000181444.12	149754182	149783479
chr7	ENSG00000197558.11	149766042	149843965
chr7	ENSG00000106479.10	149828367	149877479
chr7	ENSG00000280149.1	149841572	149862170
chr7	ENSG00000273419.1	149848400	149870382
chr7	ENSG00000204934.10	149857697	149881796
chr7	ENSG00000171130.17	149862968	149890698
chr7	ENSG00000273293.1	149871359	149891476
chr7	ENSG00000279536.1	149871581	149892105
chr7	ENSG00000273011.1	149880739	149901416
chr7	ENSG00000224016.2	149882274	149919704
chr7	ENSG00000260555.1	149990752	150015124
chr7	ENSG00000241449.5	150030521	150086655
chr7	ENSG00000276538.1	150037609	150057854
chr7	ENSG00000106526.10	150233916	150333725
chr7	ENSG00000127399.14	150312639	150348150
chr7	ENSG00000188707.5	150319789	150342721
chr7	ENSG00000106538.9	150328319	150351674
chr7	ENSG00000261305.1	150331771	150352607
chr7	ENSG00000240449.1	150353777	150381155
chr7	ENSG00000214022.11	150358189	150384044
chr7	ENSG00000284048.1	150395289	150420249
chr7	ENSG00000196456.11	150369335	150408631
chr7	ENSG00000239377.1	150369854	150393885
chr7	ENSG00000242258.1	150423654	150458140
chr7	ENSG00000171115.3	150440630	150489392
chr7	ENSG00000271582.1	150474061	150495135
chr7	ENSG00000213205.3	150502559	150523839
chr7	ENSG00000179144.4	150504830	150531073
chr7	ENSG00000243853.1	150531754	150552098
chr7	ENSG00000133574.9	150557277	150583955
chr7	ENSG00000271568.1	150593561	150614644
chr7	ENSG00000232361.3	150604061	150624764
chr7	ENSG00000133561.15	150615375	150642648
chr7	ENSG00000270990.1	150666833	150687918
chr7	ENSG00000106560.10	150675700	150703641
chr7	ENSG00000213203.2	150706557	150734284
chr7	ENSG00000196329.11	150727348	150754063
chr7	ENSG00000177590.7	150736893	150757728
chr7	ENSG00000241134.3	150739736	150760094
chr7	ENSG00000106565.17	150781285	150811360
chr7	ENSG00000002933.7	150790534	150815120
chr7	ENSG00000002726.20	150814627	150871504
chr7	ENSG00000055118.14	150934961	150988315
chr7	ENSG00000164867.10	150980995	151024588
chr7	ENSG00000181652.19	151002209	151034499
chr7	ENSG00000197150.12	151018422	151057782
chr7	ENSG00000243433.1	151018988	151039754
chr7	ENSG00000213199.7	151038292	151062756
chr7	ENSG00000164885.12	151043812	151068199
chr7	ENSG00000164889.13	151047210	151085775
chr7	ENSG00000244151.1	151064842	151086530
chr7	ENSG00000164896.19	151066593	151090862
chr7	ENSG00000164897.12	151071080	151093546
chr7	ENSG00000133612.18	151075831	151154436
chr7	ENSG00000164900.4	151138589	151184745
chr7	ENSG00000146926.10	151165698	151197832
chr7	ENSG00000278685.4	151180873	151215496
chr7	ENSG00000033050.7	151197837	151237230
chr7	ENSG00000033100.16	151222489	151248763
chr7	ENSG00000082014.16	151228828	151287896
chr7	ENSG00000272661.1	151230399	151250421
chr7	ENSG00000243018.1	151239325	151259462
chr7	ENSG00000013374.15	151331699	151388449
chr7	ENSG00000187260.15	151365944	151420727
chr7	ENSG00000243836.5	151399161	151423354
chr7	ENSG00000241456.1	151417683	151449124
chr7	ENSG00000127377.8	151418835	151450813
chr7	ENSG00000265810.1	151423489	151443639
chr7	ENSG00000241959.3	151454650	151474938
chr7	ENSG00000106615.9	151456012	151530120
chr7	ENSG00000240132.1	151491878	151513463
chr7	ENSG00000106617.13	151546111	151887041
chr7	ENSG00000242048.3	151796490	151820820
chr7	ENSG00000239911.2	151867126	151889223
chr7	ENSG00000212219.1	151890275	151910374
chr7	ENSG00000222941.2	151906331	151926418
chr7	ENSG00000227562.1	151940386	151964985
chr7	ENSG00000106648.13	151946379	152029934
chr7	ENSG00000276213.1	152015194	152035472
chr7	ENSG00000178234.12	152015674	152132347
chr7	ENSG00000229591.1	152110001	152130519
chr7	ENSG00000213188.3	152118879	152139686
chr7	ENSG00000055609.17	152124922	152446005
chr7	ENSG00000270405.1	152356763	152377015
chr7	ENSG00000204894.4	152357171	152377260
chr7	ENSG00000241007.1	152357519	152378661
chr7	ENSG00000253088.1	152392780	152412893
chr7	ENSG00000241735.1	152426895	152453187
chr7	ENSG00000020219.9	152435477	152457150
chr7	ENSG00000261455.1	152453786	152475549
chr7	ENSG00000231139.1	152580641	152600941
chr7	ENSG00000199404.1	152582973	152603091
chr7	ENSG00000225416.1	152592213	152612892
chr7	ENSG00000212590.1	152599313	152619434
chr7	ENSG00000196584.2	152634779	152686165
chr7	ENSG00000214003.2	152739079	152759735
chr7	ENSG00000244328.3	152747662	152767951
chr7	ENSG00000133627.17	152749749	152865378
chr7	ENSG00000224104.1	153134313	153154588
chr7	ENSG00000234722.3	153389920	153423963
chr7	ENSG00000233489.1	153439429	153459875
chr7	ENSG00000130226.16	153877097	154904285
chr7	ENSG00000226509.1	153958665	153978826
chr7	ENSG00000270114.1	154016287	154048604
chr7	ENSG00000203335.4	154045585	154069561
chr7	ENSG00000233363.1	154082201	154106043
chr7	ENSG00000236408.1	154828388	154875483
chr7	ENSG00000214106.7	154918498	154959908
chr7	ENSG00000157212.18	154933687	155013084
chr7	ENSG00000272760.1	154941226	154962188
chr7	ENSG00000273183.1	154946429	154967107
chr7	ENSG00000273344.1	154993448	155015703
chr7	ENSG00000220575.7	155057067	155079245
chr7	ENSG00000157219.3	155060324	155095749
chr7	ENSG00000283339.1	155064599	155084748
chr7	ENSG00000274637.1	155096062	155116399
chr7	ENSG00000228806.1	155096401	155116651
chr7	ENSG00000201066.1	155171881	155192184
chr7	ENSG00000217825.2	155186563	155208455
chr7	ENSG00000228521.2	155194147	155215189
chr7	ENSG00000278998.1	155212903	155233851
chr7	ENSG00000225612.1	155257299	155278052
chr7	ENSG00000273117.1	155285918	155307541
chr7	ENSG00000186480.12	155287776	155320235
chr7	ENSG00000204960.6	155346985	155377934
chr7	ENSG00000218672.1	155372076	155406356
chr7	ENSG00000260426.1	155389922	155411782
chr7	ENSG00000236544.1	155411206	155467099
chr7	ENSG00000164778.4	155448129	155474831
chr7	ENSG00000146910.12	155464206	155565450
chr7	ENSG00000227365.1	155500283	155528623
chr7	ENSG00000216895.9	155601231	155655205
chr7	ENSG00000184863.10	155634451	155791485
chr7	ENSG00000164690.7	155789986	155822273
chr7	ENSG00000204876.4	155952632	155976343
chr7	ENSG00000207061.1	156176122	156196223
chr7	ENSG00000270584.1	156253547	156273802
chr7	ENSG00000228569.1	156422523	156445833
chr7	ENSG00000233878.1	156427789	156455588
chr7	ENSG00000182648.11	156462196	156650654
chr7	ENSG00000279418.1	156530491	156551103
chr7	ENSG00000234450.1	156623355	156643787
chr7	ENSG00000105982.16	156630674	156687130
chr7	ENSG00000224903.1	156644185	156667693
chr7	ENSG00000105983.20	156658946	156903230
chr7	ENSG00000206938.1	156862078	156882218
chr7	ENSG00000230033.1	156934721	156955645
chr7	ENSG00000146909.7	156939723	156983182
chr7	ENSG00000130675.14	156984051	157020651
chr7	ENSG00000235029.1	156996307	157017132
chr7	ENSG00000243479.3	157000805	157026426
chr7	ENSG00000236102.2	157047709	157068514
chr7	ENSG00000229365.3	157077955	157098543
chr7	ENSG00000269446.2	157099980	157121072
chr7	ENSG00000009335.17	157128913	157279372
chr7	ENSG00000225224.1	157182368	157202832
chr7	ENSG00000236018.2	157187600	157208511
chr7	ENSG00000224629.1	157253022	157273229
chr7	ENSG00000229660.1	157271536	157292686
chr7	ENSG00000105993.14	157325381	157427439
chr7	ENSG00000234210.1	157456231	157509716
chr7	ENSG00000223872.1	157491322	157513577
chr7	ENSG00000233191.1	157503294	157526841
chr7	ENSG00000280266.1	157515783	157537325
chr7	ENSG00000155093.17	157529056	158597788
chr7	ENSG00000207960.1	157564336	157584422
chr7	ENSG00000222012.1	157604023	157628765
chr7	ENSG00000231515.1	157729010	157750456
chr7	ENSG00000233038.5	157844529	157876092
chr7	ENSG00000272839.1	157858538	157879154
chr7	ENSG00000231980.1	158017373	158041128
chr7	ENSG00000207637.1	158522718	158542813
chr7	ENSG00000225365.1	158527495	158549879
chr7	ENSG00000232715.1	158580629	158601120
chr7	ENSG00000265598.1	158581616	158601696
chr7	ENSG00000224324.1	158613188	158633449
chr7	ENSG00000146918.19	158621311	158714829
chr7	ENSG00000228030.2	158709730	158730161
chr7	ENSG00000117868.15	158720995	158840253
chr7	ENSG00000126870.15	158846578	158966747
chr7	ENSG00000231419.6	158996522	159038174
chr7	ENSG00000106018.13	159020196	159154957
chr7	ENSG00000229435.2	159221435	159243377
chr8	ENSG00000253620.2	54091	74320
chr8	ENSG00000253896.3	62601	89775
chr8	ENSG00000254193.1	140584	160728
chr8	ENSG00000253612.1	145274	165481
chr8	ENSG00000176269.3	156049	177043
chr8	ENSG00000255464.1	190385	210562
chr8	ENSG00000253166.2	192660	212897
chr8	ENSG00000223508.5	203186	242136
chr8	ENSG00000172748.13	222232	274703
chr8	ENSG00000272812.1	223119	243692
chr8	ENSG00000272240.1	224347	244887
chr8	ENSG00000273402.1	227045	247669
chr8	ENSG00000249868.5	301133	341026
chr8	ENSG00000182366.9	365931	393174
chr8	ENSG00000147364.16	396428	487967
chr8	ENSG00000272293.1	440714	461268
chr8	ENSG00000279852.1	476117	498512
chr8	ENSG00000180190.11	479792	555781
chr8	ENSG00000104714.13	604746	748106
chr8	ENSG00000254207.1	715188	735877
chr8	ENSG00000198010.12	727596	1718474
chr8	ENSG00000282375.1	728548	750374
chr8	ENSG00000282759.1	881251	903112
chr8	ENSG00000282692.1	1008757	1029704
chr8	ENSG00000254160.1	1236789	1258760
chr8	ENSG00000275427.1	1286034	1312607
chr8	ENSG00000260721.1	1358642	1379833
chr8	ENSG00000282160.1	1363685	1391394
chr8	ENSG00000281961.1	1367867	1390307
chr8	ENSG00000253267.5	1555509	1632417
chr8	ENSG00000283576.1	1716273	1736557
chr8	ENSG00000254265.1	1720206	1741452
chr8	ENSG00000182372.9	1745778	1811711
chr8	ENSG00000282021.1	1748208	1770447
chr8	ENSG00000253982.1	1751990	1774502
chr8	ENSG00000207826.1	1807231	1827307
chr8	ENSG00000104728.15	1813976	1968641
chr8	ENSG00000253696.2	1961397	1986478
chr8	ENSG00000253764.1	1962570	1984637
chr8	ENSG00000176595.3	1963878	2016936
chr8	ENSG00000270988.1	1964818	1985314
chr8	ENSG00000253805.1	2023508	2045587
chr8	ENSG00000036448.9	2035040	2175552
chr8	ENSG00000273593.1	2066589	2086640
chr8	ENSG00000253444.1	2483876	2522580
chr8	ENSG00000282686.1	2485522	2509428
chr8	ENSG00000282142.1	2507898	2539710
chr8	ENSG00000253855.1	2508998	2532182
chr8	ENSG00000277526.4	2579985	2633382
chr8	ENSG00000254319.5	2656079	2738451
chr8	ENSG00000253853.1	2717318	2832482
chr8	ENSG00000183117.18	2925353	5004972
chr8	ENSG00000253162.1	3363353	3385226
chr8	ENSG00000222546.1	3690492	3710628
chr8	ENSG00000254244.1	4777332	4798584
chr8	ENSG00000253262.1	5062645	5082869
chr8	ENSG00000273876.1	5117919	5138233
chr8	ENSG00000206661.1	5118279	5138412
chr8	ENSG00000242079.1	5132411	5152707
chr8	ENSG00000278256.1	5353371	5373650
chr8	ENSG00000271248.1	5445218	5465665
chr8	ENSG00000240486.2	5466548	5486966
chr8	ENSG00000253510.1	5496068	5519126
chr8	ENSG00000254007.1	5649679	5680077
chr8	ENSG00000275461.1	5706584	5726804
chr8	ENSG00000253571.1	5838697	5859692
chr8	ENSG00000222589.1	5900945	5921236
chr8	ENSG00000253189.1	6026433	6046974
chr8	ENSG00000253880.1	6034353	6267537
chr8	ENSG00000246089.3	6393551	6417142
chr8	ENSG00000147316.12	6399279	6658282
chr8	ENSG00000253550.1	6463845	6484288
chr8	ENSG00000091879.13	6489651	6573409
chr8	ENSG00000271743.1	6605604	6627198
chr8	ENSG00000249898.7	6608475	6718209
chr8	ENSG00000276580.1	6612124	6632220
chr8	ENSG00000155189.11	6698357	6769666
chr8	ENSG00000266038.1	6735164	6755244
chr8	ENSG00000275591.4	6798517	6845644
chr8	ENSG00000245857.2	6825966	6895276
chr8	ENSG00000164825.3	6860575	6888022
chr8	ENSG00000250752.2	6888878	6909468
chr8	ENSG00000164822.4	6914693	6936076
chr8	ENSG00000254625.1	6918608	6940473
chr8	ENSG00000164821.4	6925822	6948338
chr8	ENSG00000223629.1	6940726	6961599
chr8	ENSG00000233238.1	6949289	6970161
chr8	ENSG00000233531.1	6958141	6979113
chr8	ENSG00000206047.2	6967649	6990080
chr8	ENSG00000215378.3	6977178	6999721
chr8	ENSG00000240247.7	6986766	7009195
chr8	ENSG00000232039.2	6996293	7017389
chr8	ENSG00000239839.6	7005869	7028301
chr8	ENSG00000234178.1	7018641	7039489
chr8	ENSG00000206042.1	7028571	7049439
chr8	ENSG00000164816.7	7045304	7066734
chr8	ENSG00000255273.1	7072971	7093328
chr8	ENSG00000234120.1	7102314	7123728
chr8	ENSG00000228744.1	7112857	7133704
chr8	ENSG00000254683.1	7133632	7153841
chr8	ENSG00000230106.1	7160550	7180741
chr8	ENSG00000214268.2	7180901	7201563
chr8	ENSG00000231930.1	7190756	7210857
chr8	ENSG00000255025.1	7228286	7248631
chr8	ENSG00000177306.4	7236726	7257571
chr8	ENSG00000230045.4	7246904	7269914
chr8	ENSG00000233132.4	7254526	7277536
chr8	ENSG00000249005.3	7262148	7285158
chr8	ENSG00000223885.4	7269770	7292780
chr8	ENSG00000215373.4	7277392	7300402
chr8	ENSG00000233295.3	7285014	7308024
chr8	ENSG00000215374.5	7291611	7365354
chr8	ENSG00000206034.1	7302846	7329951
chr8	ENSG00000230549.3	7322387	7343979
chr8	ENSG00000236125.3	7327115	7348707
chr8	ENSG00000235778.1	7331826	7352942
chr8	ENSG00000215372.6	7345517	7395558
chr8	ENSG00000215371.3	7363114	7387500
chr8	ENSG00000177257.2	7404860	7426863
chr8	ENSG00000255128.1	7408991	7430546
chr8	ENSG00000177243.3	7418888	7440348
chr8	ENSG00000164871.17	7432684	7473674
chr8	ENSG00000177023.2	7460308	7485082
chr8	ENSG00000187082.2	7472504	7496400
chr8	ENSG00000186599.7	7477669	7499593
chr8	ENSG00000198129.2	7485846	7519311
chr8	ENSG00000255251.1	7529628	7552450
chr8	ENSG00000248944.1	7539053	7562062
chr8	ENSG00000236660.6	7546700	7569712
chr8	ENSG00000234749.5	7554350	7577360
chr8	ENSG00000215365.4	7561995	7585006
chr8	ENSG00000241737.2	7569644	7592653
chr8	ENSG00000233176.3	7582006	7602916
chr8	ENSG00000254796.1	7591004	7611267
chr8	ENSG00000254889.1	7686830	7707093
chr8	ENSG00000254715.3	7695182	7716113
chr8	ENSG00000189393.5	7705443	7728453
chr8	ENSG00000231656.4	7713091	7736101
chr8	ENSG00000229477.3	7720739	7743749
chr8	ENSG00000224710.3	7728387	7751396
chr8	ENSG00000223535.4	7736034	7759606
chr8	ENSG00000237122.3	7743682	7766692
chr8	ENSG00000235825.3	7751330	7774340
chr8	ENSG00000254597.1	7758977	7781988
chr8	ENSG00000255378.1	7768591	7791413
chr8	ENSG00000254776.1	7783716	7805870
chr8	ENSG00000186572.2	7801720	7825716
chr8	ENSG00000186562.7	7811966	7833889
chr8	ENSG00000186579.2	7815172	7839053
chr8	ENSG00000176782.2	7826471	7851242
chr8	ENSG00000178287.17	7837876	7878867
chr8	ENSG00000176797.3	7871204	7892664
chr8	ENSG00000254543.1	7881003	7902555
chr8	ENSG00000171711.2	7884629	7906711
chr8	ENSG00000215356.4	7916337	7962413
chr8	ENSG00000229907.3	7924412	7948770
chr8	ENSG00000225725.4	7945014	8018755
chr8	ENSG00000255211.1	7957344	7978544
chr8	ENSG00000237038.5	7961661	7983253
chr8	ENSG00000225327.3	7966393	7987985
chr8	ENSG00000205989.1	7980415	8007521
chr8	ENSG00000233115.4	8001782	8027011
chr8	ENSG00000215354.9	8009429	8034652
chr8	ENSG00000254229.2	8017077	8042305
chr8	ENSG00000227013.3	8029978	8050953
chr8	ENSG00000253881.1	8038919	8059267
chr8	ENSG00000255459.1	8076022	8096765
chr8	ENSG00000221305.1	8078941	8099089
chr8	ENSG00000244427.1	8085946	8106726
chr8	ENSG00000254311.1	8106745	8126949
chr8	ENSG00000249188.1	8144308	8226916
chr8	ENSG00000253893.2	8157819	8236614
chr8	ENSG00000268955.2	8178535	8199195
chr8	ENSG00000173295.7	8218595	8254865
chr8	ENSG00000253981.5	8226003	8254040
chr8	ENSG00000275342.4	8307736	8396498
chr8	ENSG00000253505.1	8404690	8434632
chr8	ENSG00000254153.1	8446909	8471337
chr8	ENSG00000253343.1	8545738	8570965
chr8	ENSG00000253774.1	8549894	8572124
chr8	ENSG00000253130.1	8551391	8579688
chr8	ENSG00000263616.2	8572352	8592655
chr8	ENSG00000253958.1	8691938	8714106
chr8	ENSG00000254367.5	8713693	8792479
chr8	ENSG00000147324.10	8773354	8903645
chr8	ENSG00000200713.1	8885813	8905918
chr8	ENSG00000270966.1	8923721	8944006
chr8	ENSG00000233609.3	8951200	8989025
chr8	ENSG00000207244.1	8951575	8971708
chr8	ENSG00000104626.14	8992147	9126746
chr8	ENSG00000263407.1	9038445	9058518
chr8	ENSG00000239078.1	9062455	9082516
chr8	ENSG00000197334.2	9081240	9101508
chr8	ENSG00000173281.4	9126255	9161574
chr8	ENSG00000254340.1	9131669	9155435
chr8	ENSG00000253426.5	9141742	9178136
chr8	ENSG00000279949.1	9148063	9168621
chr8	ENSG00000253252.2	9170251	9192519
chr8	ENSG00000248538.6	9179011	9212854
chr8	ENSG00000254091.2	9223013	9243449
chr8	ENSG00000254235.5	9239417	9423714
chr8	ENSG00000253887.1	9245349	9270295
chr8	ENSG00000207415.1	9277472	9297578
chr8	ENSG00000253735.1	9341238	9368441
chr8	ENSG00000201815.1	9361090	9381195
chr8	ENSG00000254237.5	9361970	9446205
chr8	ENSG00000249050.1	9443698	9467418
chr8	ENSG00000272267.2	9545144	9565913
chr8	ENSG00000173273.15	9546521	9792346
chr8	ENSG00000253697.1	9648295	9668438
chr8	ENSG00000207701.1	9731672	9751768
chr8	ENSG00000253230.8	9890064	9915366
chr8	ENSG00000260093.1	10040485	10064254
chr8	ENSG00000175806.14	10044268	10438891
chr8	ENSG00000249848.1	10326782	10347677
chr8	ENSG00000261451.1	10423672	10448312
chr8	ENSG00000253641.5	10464565	10491974
chr8	ENSG00000207128.1	10466223	10486329
chr8	ENSG00000253678.1	10467491	10489375
chr8	ENSG00000253649.3	10474198	10557557
chr8	ENSG00000272505.1	10476807	10499666
chr8	ENSG00000184647.10	10515546	10564166
chr8	ENSG00000183638.5	10596349	10722187
chr8	ENSG00000263762.1	10656978	10677070
chr8	ENSG00000171060.10	10662637	10710593
chr8	ENSG00000212433.1	10676569	10696687
chr8	ENSG00000171056.7	10713768	10740512
chr8	ENSG00000248896.2	10719314	10781392
chr8	ENSG00000254093.8	10754963	10849876
chr8	ENSG00000283210.1	10815373	10835443
chr8	ENSG00000253695.1	10830576	10856501
chr8	ENSG00000280294.1	10846085	10869436
chr8	ENSG00000171044.10	10886045	11211366
chr8	ENSG00000207600.3	11025206	11045302
chr8	ENSG00000254839.1	11052647	11077089
chr8	ENSG00000269918.1	11094691	11116704
chr8	ENSG00000255310.2	11097788	11119726
chr8	ENSG00000254936.4	11113381	11136064
chr8	ENSG00000254556.1	11126898	11148607
chr8	ENSG00000231965.4	11165051	11185570
chr8	ENSG00000270076.1	11192965	11213671
chr8	ENSG00000236827.1	11237626	11277865
chr8	ENSG00000239315.4	11246020	11266602
chr8	ENSG00000249316.2	11271364	11292501
chr8	ENSG00000280273.2	11273481	11294415
chr8	ENSG00000104643.9	11275069	11338146
chr8	ENSG00000246477.3	11305859	11331600
chr8	ENSG00000177710.5	11320888	11342208
chr8	ENSG00000154316.16	11329637	11378452
chr8	ENSG00000255020.1	11335748	11357502
chr8	ENSG00000184608.8	11380424	11448658
chr8	ENSG00000242483.3	11369395	11389675
chr8	ENSG00000199368.1	11382411	11402517
chr8	ENSG00000154319.14	11411463	11484715
chr8	ENSG00000136573.12	11484001	11574604
chr8	ENSG00000269954.1	11542488	11562991
chr8	ENSG00000254774.1	11543224	11564207
chr8	ENSG00000255518.1	11546251	11567961
chr8	ENSG00000255354.1	11548466	11570020
chr8	ENSG00000170983.3	11566313	11591342
chr8	ENSG00000136574.17	11666959	11770002
chr8	ENSG00000255394.4	11751256	11773223
chr8	ENSG00000154328.15	11759639	11797346
chr8	ENSG00000227203.3	11780005	11800386
chr8	ENSG00000079459.12	11785573	11849309
chr8	ENSG00000255046.1	11787928	11812568
chr8	ENSG00000164733.20	11832524	11879448
chr8	ENSG00000269899.1	11836154	11856391
chr8	ENSG00000255144.1	11885850	11906870
chr8	ENSG00000254948.1	11909900	11930809
chr8	ENSG00000206014.6	11918597	11939563
chr8	ENSG00000205884.2	11963937	11984599
chr8	ENSG00000205883.2	11972321	11994590
chr8	ENSG00000205882.8	11983174	12006312
chr8	ENSG00000255174.1	11989087	12009468
chr8	ENSG00000254507.2	11993400	12014082
chr8	ENSG00000255016.1	12015244	12035598
chr8	ENSG00000254817.1	12023646	12044612
chr8	ENSG00000254700.1	12033506	12053670
chr8	ENSG00000233050.1	12054389	12081747
chr8	ENSG00000252029.1	12077396	12097445
chr8	ENSG00000255544.2	12085176	12109536
chr8	ENSG00000215343.7	12094389	12125516
chr8	ENSG00000255052.4	12105782	12187550
chr8	ENSG00000254923.1	12118107	12139298
chr8	ENSG00000226430.6	12122417	12144438
chr8	ENSG00000223443.2	12127168	12149077
chr8	ENSG00000254866.2	12140895	12161134
chr8	ENSG00000205879.5	12162761	12185771
chr8	ENSG00000249889.1	12168697	12191565
chr8	ENSG00000186523.14	12172096	12204133
chr8	ENSG00000255495.1	12184467	12206280
chr8	ENSG00000254527.1	12195759	12216389
chr8	ENSG00000237215.3	12280071	12306180
chr8	ENSG00000232948.1	12300962	12328316
chr8	ENSG00000252535.1	12323644	12343693
chr8	ENSG00000254623.1	12331426	12355776
chr8	ENSG00000215339.3	12346136	12369391
chr8	ENSG00000227888.4	12352019	12398296
chr8	ENSG00000254423.1	12364366	12385546
chr8	ENSG00000255556.2	12368679	12390265
chr8	ENSG00000242296.2	12383209	12410366
chr8	ENSG00000270074.1	12402827	12424373
chr8	ENSG00000251402.3	12405080	12428090
chr8	ENSG00000250794.2	12411032	12435000
chr8	ENSG00000145002.12	12415614	12446343
chr8	ENSG00000255549.2	12438013	12521278
chr8	ENSG00000270154.1	12466462	12487122
chr8	ENSG00000283674.1	12527079	12675588
chr8	ENSG00000242607.1	12560350	12581130
chr8	ENSG00000255122.1	12570287	12591063
chr8	ENSG00000244289.1	12618476	12639256
chr8	ENSG00000255253.1	12628428	12648602
chr8	ENSG00000254581.1	12666035	12686389
chr8	ENSG00000177400.6	12674154	12695153
chr8	ENSG00000254917.1	12686307	12707273
chr8	ENSG00000254724.1	12693066	12714056
chr8	ENSG00000264512.2	12709132	12729190
chr8	ENSG00000154359.12	12711894	12766073
chr8	ENSG00000266206.1	12717232	12737304
chr8	ENSG00000254813.5	12755849	12821478
chr8	ENSG00000255494.1	12784243	12828291
chr8	ENSG00000250305.8	12935642	13041503
chr8	ENSG00000251468.2	12948387	12972200
chr8	ENSG00000206996.1	13034350	13054456
chr8	ENSG00000164741.14	13073361	13614610
chr8	ENSG00000200630.1	13150178	13170279
chr8	ENSG00000253932.1	13328574	13352754
chr8	ENSG00000253257.1	13343401	13363530
chr8	ENSG00000252179.1	13526029	13546135
chr8	ENSG00000164743.4	13556843	13578287
chr8	ENSG00000254491.1	13573889	13594533
chr8	ENSG00000255457.1	13685574	13715506
chr8	ENSG00000255413.1	13731809	13752781
chr8	ENSG00000254753.1	13834101	13859109
chr8	ENSG00000254425.1	13899231	13919780
chr8	ENSG00000255437.1	14012687	14033422
chr8	ENSG00000185053.13	14079864	15248339
chr8	ENSG00000254575.1	14151297	14175359
chr8	ENSG00000214366.4	14299033	14319672
chr8	ENSG00000252264.1	14309455	14329516
chr8	ENSG00000206950.1	14322555	14342663
chr8	ENSG00000252035.1	14477776	14497879
chr8	ENSG00000255365.1	14680382	14700619
chr8	ENSG00000199127.1	14843438	14863510
chr8	ENSG00000255076.2	14869057	14889819
chr8	ENSG00000249368.1	15315296	15335569
chr8	ENSG00000104723.20	15407215	15776649
chr8	ENSG00000248423.1	15678914	15699562
chr8	ENSG00000250483.1	15796149	15817283
chr8	ENSG00000226836.5	15933127	15953532
chr8	ENSG00000253648.1	15963315	16010324
chr8	ENSG00000038945.14	16097878	16577490
chr8	ENSG00000253951.1	16265681	16286296
chr8	ENSG00000253934.2	16364618	16385082
chr8	ENSG00000253184.1	16594255	16674879
chr8	ENSG00000253496.2	16666905	16925044
chr8	ENSG00000264092.2	16853196	16873496
chr8	ENSG00000078579.8	16982169	17012181
chr8	ENSG00000155970.11	17017238	17132644
chr8	ENSG00000249258.2	17121181	17159789
chr8	ENSG00000244113.1	17140301	17160888
chr8	ENSG00000104219.12	17146029	17234799
chr8	ENSG00000198791.11	17214964	17256570
chr8	ENSG00000155975.9	17236610	17312427
chr8	ENSG00000003987.13	17288030	17423327
chr8	ENSG00000214607.2	17459518	17481618
chr8	ENSG00000003989.17	17487088	17580573
chr8	ENSG00000279271.1	17488647	17509238
chr8	ENSG00000279903.1	17490012	17510605
chr8	ENSG00000279932.1	17500613	17521300
chr8	ENSG00000104213.12	17566433	17653794
chr8	ENSG00000277466.1	17586312	17606378
chr8	ENSG00000129422.14	17634072	17810917
chr8	ENSG00000265520.1	17671578	17691657
chr8	ENSG00000253168.1	17693988	17716187
chr8	ENSG00000212280.1	17738118	17758230
chr8	ENSG00000253944.1	17791345	17871069
chr8	ENSG00000253671.1	17798941	17830868
chr8	ENSG00000104760.16	17854380	17920365
chr8	ENSG00000253215.1	17872180	17892661
chr8	ENSG00000254054.2	17895756	17917887
chr8	ENSG00000078674.17	17912840	18039944
chr8	ENSG00000104763.18	18045992	18094998
chr8	ENSG00000245281.6	18075027	18106394
chr8	ENSG00000253384.1	18078569	18099687
chr8	ENSG00000171428.13	18160477	18233689
chr8	ENSG00000254015.1	18190924	18211205
chr8	ENSG00000253937.1	18360607	18381484
chr8	ENSG00000244593.1	18373274	18393917
chr8	ENSG00000271654.1	18377108	18397777
chr8	ENSG00000156006.4	18381245	18411218
chr8	ENSG00000156011.16	18517301	19094730
chr8	ENSG00000187229.3	18710905	18744405
chr8	ENSG00000244018.1	18764547	18784826
chr8	ENSG00000283402.1	18839258	18859707
chr8	ENSG00000278886.1	18854681	18875247
chr8	ENSG00000201157.1	18969619	18989772
chr8	ENSG00000253335.1	18979279	19010952
chr8	ENSG00000270255.1	18991627	19011950
chr8	ENSG00000253557.5	19074992	19269469
chr8	ENSG00000254242.1	19081733	19125024
chr8	ENSG00000250316.1	19227737	19251912
chr8	ENSG00000254201.1	19236350	19259240
chr8	ENSG00000253280.1	19244241	19267334
chr8	ENSG00000279919.1	19267284	19287573
chr8	ENSG00000104611.11	19303617	19406218
chr8	ENSG00000279858.1	19365128	19385622
chr8	ENSG00000147408.14	19394161	19768029
chr8	ENSG00000253270.1	19668572	19698934
chr8	ENSG00000104613.11	19807140	19862083
chr8	ENSG00000175445.14	19891717	19977258
chr8	ENSG00000253775.1	20069305	20128442
chr8	ENSG00000242709.1	20103343	20123672
chr8	ENSG00000036565.14	20134855	20193206
chr8	ENSG00000147416.10	20187367	20236819
chr8	ENSG00000222267.1	20219779	20239877
chr8	ENSG00000061337.15	20236165	20313963
chr8	ENSG00000253733.3	20265773	20300458
